Age,Gender,Stream,CGPA,Internships,Projects,International_Competitions,Extracurricular_Activities,PlacementTraining,SSC_Marks,Masters,PlacedOrNot
22,Female,Computer Science,8.6,1,2,2,Yes,Yes,81,83,NotPlaced
21,Male,Electronics And Communication,8.3,1,3,2,Yes,Yes,90,83,Placed
21,Male,Electronics And Communication,8,1,3,0,No,Yes,90,83,NotPlaced
22,Male,Computer Science,8.5,1,3,2,Yes,Yes,89,83,Placed
21,Male,Electrical Engineering,8.4,2,3,1,Yes,Yes,90,83,Placed
21,Male,Computer Science,8.2,0,3,2,Yes,Yes,80,83,Placed
22,Male,Computer Science,8.2,1,2,2,Yes,Yes,90,83,Placed
21,Male,Information Technology,7.8,1,3,2,Yes,Yes,90,83,Placed
21,Male,Computer Science,7.8,1,3,0,No,Yes,89,83,NotPlaced
21,Female,Mechanical Engineering,8,1,3,0,Yes,Yes,82,83,Placed
22,Male,Mechanical Engineering,8,0,3,2,Yes,Yes,90,83,Placed
22,Female,Electrical Engineering,8.5,2,3,2,Yes,Yes,90,83,Placed
21,Male,Information Technology,8,2,3,2,Yes,Yes,88,83,Placed
22,Male,Mechanical Engineering,8.6,1,3,2,No,Yes,90,83,Placed
22,Male,Information Technology,8.4,0,3,0,Yes,Yes,82,83,NotPlaced
21,Male,Computer Science,8.4,0,3,2,Yes,Yes,83,83,Placed
21,Female,Electronics And Communication,8,1,2,3,Yes,Yes,90,83,Placed
21,Male,Mechanical Engineering,8.1,0,2,3,Yes,Yes,90,83,Placed
22,Female,Mechanical Engineering,8.4,2,3,3,Yes,No,89,83,NotPlaced
22,Female,Computer Science,7.7,2,2,2,Yes,Yes,90,83,Placed
21,Female,Information Technology,8.4,1,2,0,Yes,Yes,90,83,NotPlaced
21,Male,Mechanical Engineering,7.8,0,2,0,No,Yes,88,83,Placed
21,Female,Computer Science,8.4,1,3,2,Yes,Yes,87,83,Placed
21,Male,Electronics And Communication,8.1,0,3,2,Yes,No,90,83,Placed
22,Male,Electronics And Communication,8.8,1,1,0,Yes,Yes,89,83,NotPlaced
22,Male,Information Technology,8.2,2,3,2,Yes,Yes,85,83,Placed
21,Male,Computer Science,8.2,0,2,2,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.1,1,2,0,Yes,Yes,90,83,NotPlaced
21,Male,Architecture,8.5,1,2,0,No,Yes,55,83,Placed
22,Male,Electronics And Communication,8.5,1,3,3,Yes,Yes,90,83,Placed
22,Male,Information Technology,8.2,2,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,8.4,0,3,0,Yes,Yes,90,83,Placed
21,Female,Computer Science,8.3,2,2,0,No,Yes,88,83,Placed
21,Male,Mechanical Engineering,7.6,1,3,2,Yes,Yes,90,83,NotPlaced
21,Male,Electronics And Communication,8.5,1,3,2,Yes,Yes,83,83,NotPlaced
22,Male,Computer Science,8.4,2,3,0,Yes,Yes,84,83,Placed
22,Male,Computer Science,8.2,0,1,1,Yes,No,90,83,Placed
22,Male,Information Technology,8.6,0,3,2,Yes,Yes,90,83,Placed
21,Male,Electrical Engineering,8.3,1,1,3,No,Yes,56,83,NotPlaced
21,Male,Information Technology,6.5,0,2,2,No,Yes,90,83,NotPlaced
22,Male,Electronics And Communication,8.4,1,3,1,Yes,Yes,80,83,NotPlaced
21,Male,Electronics And Communication,8.3,1,3,2,Yes,Yes,90,83,Placed
21,Male,Information Technology,6.7,1,3,1,Yes,Yes,84,83,Placed
21,Male,Information Technology,8.4,2,2,3,Yes,Yes,90,83,Placed
21,Male,Electrical Engineering,8,2,3,2,Yes,Yes,82,83,Placed
22,Male,Civil Engineering,8,2,3,0,No,Yes,83,83,Placed
22,Male,CA,8,2,3,2,Yes,Yes,83,83,Placed
22,Male,Computer Science,8.4,2,2,2,Yes,Yes,90,83,Placed
21,Male,Mechanical Engineering,7.8,2,3,2,No,Yes,90,83,NotPlaced
21,Male,Computer Science,8.2,2,3,2,Yes,Yes,85,83,Placed
21,Male,Mechanical Engineering,8.6,1,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,7,2,2,1,No,Yes,55,83,NotPlaced
21,Male,Information Technology,8.4,2,3,2,Yes,Yes,90,83,Placed
25,Male,Information Technology,8.4,2,3,2,Yes,Yes,90,83,Placed
26,Male,Information Technology,7.4,1,2,2,Yes,Yes,89,83,Placed
24,Male,Electronics And Communication,8.5,2,3,2,Yes,Yes,87,83,Placed
25,Male,Computer Science,8.8,2,3,2,Yes,Yes,85,83,Placed
26,Female,Mechanical Engineering,8.4,2,3,0,Yes,Yes,90,83,Placed
26,Male,Computer Science,8.7,2,3,1,Yes,Yes,90,83,NotPlaced
26,Male,Electronics And Communication,8.3,1,3,1,Yes,Yes,87,83,Placed
26,Male,Computer Science,8.1,2,3,2,Yes,No,90,83,Placed
24,Female,Computer Science,7.8,1,3,1,No,Yes,90,83,NotPlaced
26,Female,Computer Science,8.3,2,3,3,Yes,Yes,90,83,Placed
26,Male,Computer Science,8.8,2,3,2,Yes,Yes,84,83,Placed
26,Male,Computer Science,7.4,1,3,1,Yes,Yes,89,83,NotPlaced
26,Male,Computer Science,8.3,1,3,2,Yes,Yes,90,83,Placed
26,Male,Civil Engineering,8.6,2,2,2,Yes,Yes,90,83,Placed
26,Male,Computer Science,7.9,1,2,1,Yes,No,86,83,NotPlaced
25,Male,Mechanical Engineering,7.7,1,2,0,Yes,Yes,88,83,Placed
26,Male,Information Technology,8.5,0,1,0,No,Yes,89,83,NotPlaced
24,Male,Civil Engineering,7.6,0,3,0,Yes,Yes,85,83,Placed
26,Male,Computer Science,8.5,2,3,2,Yes,Yes,90,83,NotPlaced
26,Male,Mechanical Engineering,8.3,1,2,0,Yes,Yes,90,83,Placed
24,Female,Electrical Engineering,8.8,2,1,2,Yes,Yes,84,83,Placed
24,Male,Computer Science,8,1,3,2,Yes,Yes,90,83,Placed
24,Male,Computer Science,7.8,1,2,2,No,No,81,83,NotPlaced
25,Male,Information Technology,8.7,2,3,2,Yes,Yes,90,83,Placed
25,Male,Electronics And Communication,8.3,0,3,0,Yes,No,90,83,Placed
25,Male,Mechanical Engineering,8.3,2,3,2,Yes,No,85,83,Placed
26,Male,Electronics And Communication,8.7,1,3,2,Yes,Yes,80,83,Placed
26,Male,Information Technology,8.1,2,3,1,Yes,Yes,90,83,NotPlaced
26,Male,Electrical Engineering,8.4,1,1,2,Yes,Yes,89,83,NotPlaced
26,Male,Information Technology,8.1,2,3,0,Yes,Yes,90,83,Placed
25,Female,Computer Science,8.4,2,3,0,Yes,Yes,87,83,Placed
25,Male,Electronics And Communication,8.5,2,3,2,Yes,Yes,90,83,Placed
25,Male,Information Technology,8.2,2,2,2,Yes,Yes,90,83,Placed
26,Male,Electrical Engineering,8.1,2,3,1,Yes,Yes,90,83,Placed
25,Female,Information Technology,8.2,1,1,3,Yes,Yes,90,83,Placed
26,Male,Electronics And Communication,8.4,2,1,2,Yes,Yes,90,83,Placed
26,Female,Electrical Engineering,8.8,2,3,2,Yes,Yes,80,83,Placed
26,Female,Civil Engineering,8.7,2,3,0,Yes,No,90,83,NotPlaced
26,Male,Mechanical Engineering,8.6,1,3,0,Yes,Yes,89,83,Placed
26,Female,Information Technology,8.2,2,3,2,Yes,Yes,90,83,Placed
24,Male,Electrical Engineering,8.8,1,3,2,Yes,Yes,85,83,Placed
24,Male,Electronics And Communication,8.5,2,2,2,Yes,Yes,89,83,Placed
25,Male,Computer Science,7.8,1,1,2,Yes,Yes,90,83,NotPlaced
26,Male,Mechanical Engineering,6.7,1,1,1,No,Yes,56,83,NotPlaced
26,Male,Information Technology,7.8,2,3,2,Yes,Yes,89,83,Placed
25,Male,Information Technology,8.7,2,3,2,Yes,Yes,80,83,Placed
26,Male,Civil Engineering,8,1,2,0,Yes,Yes,88,83,NotPlaced
25,Male,Mechanical Engineering,8.3,2,3,2,Yes,Yes,89,83,NotPlaced
25,Male,Civil Engineering,8.2,2,3,2,Yes,Yes,90,83,Placed
24,Male,Computer Science,7.2,0,1,0,Yes,Yes,90,83,Placed
26,Male,Information Technology,6.8,1,3,0,Yes,Yes,86,83,NotPlaced
24,Male,Electrical Engineering,8.5,0,1,0,Yes,Yes,90,83,Placed
26,Male,Information Technology,8,2,2,0,Yes,Yes,89,83,NotPlaced
26,Male,Electrical Engineering,7.5,2,1,2,No,Yes,82,83,Placed
24,Male,Electronics And Communication,8.2,2,3,2,Yes,Yes,90,83,Placed
26,Female,Computer Science,8.4,2,3,2,Yes,Yes,89,83,Placed
25,Female,Mechanical Engineering,8.4,1,2,2,Yes,Yes,90,83,Placed
25,Male,Electronics And Communication,7.4,1,2,0,Yes,Yes,90,83,NotPlaced
26,Male,Information Technology,8.4,0,3,0,Yes,Yes,90,83,NotPlaced
25,Female,Electronics And Communication,6.5,2,3,2,Yes,Yes,89,83,NotPlaced
22,Male,Computer Science,7.4,1,1,1,Yes,Yes,90,83,NotPlaced
21,Female,Computer Science,8.1,1,3,2,Yes,Yes,89,83,Placed
22,Male,Computer Science,8.1,2,3,2,Yes,Yes,89,83,Placed
21,Male,Information Technology,7.8,0,3,0,Yes,Yes,90,83,NotPlaced
21,Female,Civil Engineering,8,2,3,2,Yes,No,86,83,Placed
22,Male,Electronics And Communication,8.5,2,3,2,Yes,No,90,83,Placed
21,Female,Computer Science,7.8,2,3,0,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.3,0,3,2,Yes,Yes,90,83,Placed
21,Male,Computer Science,7.3,1,2,1,Yes,No,90,83,NotPlaced
22,Male,Electronics And Communication,8,2,1,0,No,Yes,90,83,NotPlaced
21,Male,Information Technology,6.5,1,2,0,Yes,Yes,81,83,Placed
21,Female,Information Technology,8.5,2,3,2,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.6,1,2,2,Yes,Yes,82,83,Placed
22,Male,Computer Science,8.5,1,3,2,Yes,Yes,82,83,Placed
21,Male,Computer Science,7.8,2,3,1,Yes,Yes,90,83,Placed
22,Male,Information Technology,8.3,2,3,2,Yes,Yes,90,83,Placed
21,Male,Mechanical Engineering,8.2,1,3,2,Yes,Yes,89,83,Placed
21,Male,Computer Science,7.4,1,3,2,Yes,Yes,90,83,NotPlaced
21,Male,Information Technology,8.1,2,3,2,Yes,Yes,90,83,Placed
22,Male,Civil Engineering,7.6,0,3,0,No,Yes,89,83,Placed
21,Male,Electrical Engineering,8.5,2,3,2,Yes,Yes,90,83,Placed
22,Female,Information Technology,8.1,1,1,0,No,Yes,90,83,Placed
21,Male,Information Technology,8.4,2,3,2,Yes,Yes,87,83,Placed
21,Female,Information Technology,8.2,2,3,2,Yes,Yes,83,83,Placed
21,Male,Computer Science,8.4,0,3,0,Yes,Yes,90,83,Placed
22,Female,Electrical Engineering,7.7,2,3,0,Yes,Yes,90,83,Placed
21,Female,Electrical Engineering,7.2,2,1,1,Yes,Yes,90,83,NotPlaced
21,Male,Mechanical Engineering,8.5,1,1,2,Yes,Yes,90,83,Placed
21,Male,Computer Science,7.6,0,1,0,Yes,Yes,84,83,Placed
22,Female,Information Technology,8.2,1,3,2,Yes,Yes,86,83,Placed
22,Female,Electronics And Communication,8.4,2,3,2,Yes,Yes,89,83,Placed
21,Male,Information Technology,8.1,2,3,2,Yes,Yes,90,83,NotPlaced
21,Male,Electronics And Communication,7.7,1,3,1,Yes,No,89,83,NotPlaced
21,Female,Information Technology,7.9,0,2,2,Yes,Yes,90,83,NotPlaced
22,Male,Electronics And Communication,8.2,2,3,2,Yes,No,90,83,Placed
22,Male,Information Technology,8.1,2,2,2,No,Yes,90,83,NotPlaced
22,Male,Information Technology,8,1,3,0,No,Yes,89,83,Placed
22,Female,Mechanical Engineering,7.8,1,2,1,No,Yes,55,83,NotPlaced
21,Male,Electronics And Communication,7.6,2,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,8.2,2,3,2,Yes,Yes,90,83,Placed
22,Male,Electronics And Communication,8.3,2,1,2,Yes,No,89,83,NotPlaced
22,Female,Civil Engineering,8.4,1,3,0,Yes,Yes,90,83,Placed
22,Male,Mechanical Engineering,8.3,2,2,2,Yes,Yes,90,83,Placed
21,Male,Information Technology,8.5,2,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,8.8,1,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,7.9,1,3,2,Yes,Yes,89,83,Placed
22,Male,Graphic Designer,7.6,1,2,0,Yes,Yes,82,83,NotPlaced
21,Female,Mechanical Engineering,8.3,0,2,2,Yes,Yes,89,83,Placed
22,Male,Cyber Security,8.3,2,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,7.6,1,1,1,Yes,No,55,83,NotPlaced
21,Male,Civil Engineering,8,2,3,2,Yes,Yes,90,83,Placed
22,Male,Mechanical Engineering,8.1,1,3,0,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.1,2,3,2,Yes,Yes,90,83,Placed
22,Female,Computer Science,7.7,2,3,0,Yes,Yes,81,83,NotPlaced
21,Male,Computer Science,8.7,1,3,3,Yes,Yes,90,83,NotPlaced
21,Male,AL & ML,8.6,2,3,3,Yes,Yes,90,83,Placed
21,Male,Information Technology,8,2,3,0,Yes,Yes,90,83,Placed
21,Male,Mechanical Engineering,8.2,2,3,2,Yes,Yes,83,83,Placed
22,Male,Computer Science,8.6,0,2,2,Yes,Yes,82,83,Placed
22,Male,Computer Science,8.1,1,3,2,Yes,Yes,85,83,Placed
21,Male,Civil Engineering,8.7,2,3,2,Yes,Yes,90,83,Placed
22,Male,Information Technology,8.5,2,3,2,No,Yes,90,83,Placed
22,Male,Computer Science,7.5,1,3,0,Yes,Yes,90,83,Placed
22,Male,Mechanical Engineering,8.7,1,2,0,No,No,90,83,NotPlaced
21,Male,Information Technology,8.3,1,3,2,Yes,Yes,81,83,Placed
22,Male,Computer Science,7.6,0,1,2,Yes,No,90,83,NotPlaced
21,Male,Electronics And Communication,7.6,2,2,0,No,Yes,88,83,Placed
22,Male,Computer Science,8.6,2,3,1,Yes,Yes,90,83,Placed
22,Female,Mechanical Engineering,8.4,1,3,2,Yes,Yes,82,83,Placed
21,Male,Electrical Engineering,8.5,2,3,2,Yes,Yes,90,83,Placed
21,Female,Mechanical Engineering,8.2,1,2,1,Yes,Yes,90,83,Placed
21,Male,Electronics And Communication,7.5,0,2,2,Yes,Yes,89,83,Placed
21,Male,Electronics And Communication,8.3,1,3,2,Yes,Yes,84,83,Placed
22,Male,Information Technology,8.4,2,3,2,Yes,Yes,84,83,Placed
22,Male,Electronics And Communication,8.3,2,3,0,Yes,Yes,90,83,Placed
21,Male,Computer Science,7.1,0,3,0,Yes,No,80,83,Placed
22,Male,Information Technology,8.2,1,2,1,Yes,Yes,90,83,Placed
21,Male,Information Technology,8.1,1,3,2,Yes,Yes,90,83,NotPlaced
21,Male,Information Technology,7.5,2,2,2,Yes,Yes,85,83,Placed
21,Female,VFX and Animation,8,0,2,2,Yes,No,90,83,NotPlaced
21,Male,Computer Science,8.4,2,3,2,Yes,Yes,90,83,Placed
22,Male,Electronics And Communication,8.1,2,3,2,Yes,Yes,90,83,Placed
22,Female,Information Technology,8.3,2,3,1,Yes,Yes,89,83,Placed
21,Male,MBBS,7.8,1,3,1,Yes,Yes,87,83,Placed
28,Female,Architecture,8.1,0,2,0,Yes,Yes,80,83,NotPlaced
21,Male,Information Technology,8.5,1,2,0,Yes,Yes,81,83,Placed
22,Male,Information Technology,8.1,1,3,1,Yes,Yes,86,83,Placed
21,Female,Civil Engineering,6.8,1,1,0,No,Yes,86,83,Placed
22,Female,Electronics And Communication,6.9,0,3,0,Yes,Yes,90,83,Placed
22,Male,Computer Science,7.1,2,3,2,Yes,Yes,89,83,Placed
21,Male,Electronics And Communication,8.5,1,3,2,Yes,Yes,90,83,NotPlaced
21,Male,Mechanical Engineering,7.7,1,3,1,Yes,Yes,88,83,Placed
22,Male,Electrical Engineering,6.6,1,3,2,Yes,Yes,88,83,Placed
22,Female,Electronics And Communication,8,2,2,2,Yes,Yes,89,83,NotPlaced
22,Female,Computer Science,8.4,2,3,2,Yes,Yes,90,83,NotPlaced
21,Male,Computer Science,8.1,2,3,0,No,Yes,90,83,Placed
22,Male,Civil Engineering,8.3,1,3,2,Yes,Yes,83,83,Placed
21,Male,Computer Science,7.6,1,2,1,Yes,Yes,90,83,Placed
21,Male,Computer Science,7.5,2,3,2,No,Yes,89,83,Placed
22,Male,Computer Science,8.1,0,3,2,Yes,Yes,90,83,Placed
22,Male,Mechanical Engineering,8.4,1,3,2,Yes,Yes,90,83,Placed
21,Male,Mechanical Engineering,8,1,3,0,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.2,2,2,0,Yes,Yes,55,83,Placed
22,Male,Electrical Engineering,7.6,2,3,2,Yes,Yes,90,83,Placed
22,Male,Mechanical Engineering,8.2,2,3,2,Yes,Yes,86,83,Placed
21,Male,Electronics And Communication,7.5,0,3,1,Yes,Yes,90,83,NotPlaced
22,Male,Mechanical Engineering,8.3,2,1,2,Yes,Yes,90,83,Placed
21,Male,Computer Science,8.5,2,3,2,Yes,Yes,82,83,Placed
21,Male,Computer Science,8.2,0,3,0,Yes,Yes,90,83,Placed
22,Male,Mechanical Engineering,7.1,2,1,1,Yes,Yes,90,83,NotPlaced
21,Male,Mechanical Engineering,8.3,1,1,2,Yes,No,55,83,NotPlaced
21,Male,Computer Science,7.7,1,3,0,Yes,Yes,80,83,Placed
21,Male,Information Technology,8.4,2,3,2,Yes,Yes,82,83,Placed
21,Male,Mechanical Engineering,7.7,1,1,2,Yes,Yes,81,83,NotPlaced
22,Female,Information Technology,7.8,1,3,0,No,No,55,83,NotPlaced
22,Male,Information Technology,8.5,2,3,2,Yes,Yes,90,83,Placed
22,Male,Civil Engineering,7.8,1,3,2,Yes,Yes,88,83,Placed
21,Male,Information Technology,8,1,1,0,Yes,Yes,90,83,Placed
22,Male,Information Technology,7.6,1,3,0,No,Yes,90,83,Placed
21,Male,Computer Science,8.9,1,3,2,Yes,Yes,89,83,Placed
22,Male,Information Technology,7,1,1,0,No,Yes,55,83,Placed
21,Male,Information Technology,8,0,0,1,Yes,Yes,89,83,NotPlaced
22,Male,Information Technology,8.7,0,2,0,Yes,Yes,85,83,Placed
22,Male,Civil Engineering,7.6,0,2,1,Yes,Yes,90,83,NotPlaced
22,Female,Electronics And Communication,8.5,2,3,0,Yes,Yes,87,83,Placed
22,Male,Civil Engineering,8.2,1,3,2,Yes,Yes,90,83,Placed
21,Male,Information Technology,8.1,1,3,0,Yes,Yes,89,83,NotPlaced
22,Male,Electrical Engineering,8,2,3,2,Yes,Yes,90,83,NotPlaced
22,Male,Electronics And Communication,7.9,1,1,2,Yes,Yes,90,83,NotPlaced
22,Female,Computer Science,7.9,2,3,2,Yes,Yes,88,83,Placed
21,Male,Computer Science,8.2,2,3,2,Yes,Yes,85,83,Placed
21,Male,Computer Science,7.9,2,3,2,Yes,Yes,87,83,Placed
22,Male,Mechanical Engineering,7.5,1,3,0,Yes,Yes,90,83,NotPlaced
21,Male,Mechanical Engineering,8.4,1,3,2,Yes,Yes,89,83,Placed
21,Male,Computer Science,8.4,2,3,2,Yes,Yes,90,83,Placed
21,Male,Electrical Engineering,7.6,1,3,3,Yes,No,90,83,NotPlaced
21,Male,Civil Engineering,8.1,1,3,3,No,Yes,90,83,Placed
22,Female,Mechanical Engineering,8.3,2,3,2,Yes,Yes,90,83,Placed
21,Female,Information Technology,8.5,2,3,2,Yes,Yes,85,83,Placed
22,Male,Electrical Engineering,8,0,3,2,Yes,Yes,90,83,Placed
24,Male,Civil Engineering,7.4,1,3,1,Yes,No,56,83,NotPlaced
24,Male,Electronics And Communication,8.6,2,2,2,Yes,Yes,80,83,Placed
22,Male,Computer Science,6.9,1,1,1,Yes,Yes,80,83,Placed
24,Male,Civil Engineering,8.1,1,3,0,No,Yes,87,83,NotPlaced
24,Male,Mechanical Engineering,6.7,1,1,0,No,Yes,90,83,NotPlaced
24,Male,Electronics And Communication,8.5,1,1,1,Yes,Yes,87,83,NotPlaced
24,Female,Computer Science,7.4,1,1,0,Yes,Yes,88,83,Placed
24,Male,Computer Science,8.6,2,3,1,Yes,Yes,90,83,Placed
20,Female,Computer Science,8.5,2,3,2,Yes,Yes,90,83,Placed
21,Male,Civil Engineering,8.6,1,3,2,No,Yes,90,83,NotPlaced
23,Male,Computer Science,7.6,2,3,2,Yes,Yes,80,83,Placed
22,Female,Information Technology,8.1,1,3,3,Yes,Yes,89,83,Placed
23,Male,Mechanical Engineering,8.4,1,3,3,Yes,Yes,90,83,NotPlaced
23,Male,Mechanical Engineering,7.7,2,3,2,Yes,Yes,80,83,Placed
22,Female,Mechanical Engineering,7.4,1,2,2,Yes,Yes,90,83,NotPlaced
24,Male,Civil Engineering,7.9,1,2,2,Yes,Yes,82,83,Placed
22,Male,Electrical Engineering,8.1,0,3,2,Yes,Yes,90,83,Placed
24,Male,Electronics And Communication,7.8,2,3,2,Yes,No,90,83,NotPlaced
22,Male,Civil Engineering,8,2,3,2,Yes,Yes,85,83,Placed
23,Male,Electronics And Communication,7.5,1,2,1,No,Yes,90,83,Placed
22,Male,Computer Science,8.5,1,3,2,Yes,Yes,89,83,Placed
23,Male,Mechanical Engineering,8.8,2,3,2,Yes,Yes,89,83,Placed
23,Male,Electrical Engineering,6.5,0,2,0,Yes,Yes,55,83,Placed
20,Male,Information Technology,8.6,1,3,2,Yes,Yes,90,83,Placed
24,Male,Information Technology,8.3,1,3,2,Yes,No,90,83,Placed
24,Male,Mechanical Engineering,8.8,2,3,2,Yes,Yes,90,83,Placed
20,Male,Civil Engineering,7.6,0,1,0,No,No,55,83,NotPlaced
24,Male,Computer Science,8.3,2,3,2,Yes,Yes,82,83,Placed
22,Female,Mechanical Engineering,8.2,2,3,2,Yes,Yes,83,83,Placed
20,Male,Computer Science,7.6,1,3,1,No,Yes,55,83,NotPlaced
23,Male,Computer Science,7.7,1,3,3,Yes,Yes,90,83,NotPlaced
23,Male,Mechanical Engineering,8.2,0,3,2,Yes,Yes,89,83,Placed
22,Male,Computer Science,7.9,2,3,2,Yes,Yes,89,83,Placed
22,Male,Mechanical Engineering,8.1,1,1,1,Yes,Yes,90,83,NotPlaced
23,Male,Electronics And Communication,8.5,1,2,2,Yes,Yes,80,83,Placed
22,Male,Computer Science,8.5,0,2,0,Yes,Yes,89,83,NotPlaced
20,Male,Computer Science,7.6,1,3,2,Yes,Yes,88,83,NotPlaced
20,Female,Information Technology,8,2,3,2,Yes,Yes,90,83,Placed
21,Male,Computer Science,8.2,1,3,1,Yes,Yes,90,83,Placed
23,Male,Information Technology,8,2,3,2,No,Yes,81,83,Placed
21,Female,Information Technology,8.4,2,2,3,Yes,No,90,83,NotPlaced
21,Male,Information Technology,7.9,0,3,2,Yes,Yes,90,83,Placed
20,Male,Information Technology,7.6,2,1,0,Yes,No,55,83,NotPlaced
23,Female,Information Technology,7.4,1,1,1,No,No,89,83,NotPlaced
21,Male,Computer Science,8.2,2,3,2,Yes,Yes,81,83,Placed
24,Male,Information Technology,8.4,0,3,2,Yes,Yes,90,83,Placed
21,Male,Computer Science,6.6,2,3,2,Yes,Yes,82,83,Placed
21,Male,Mechanical Engineering,8.1,1,3,0,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.5,1,3,0,Yes,Yes,90,83,Placed
20,Male,Computer Science,8.4,1,3,0,Yes,Yes,82,83,NotPlaced
21,Male,Civil Engineering,8,1,2,1,Yes,Yes,90,83,NotPlaced
20,Male,Computer Science,7.6,1,3,2,Yes,Yes,90,83,NotPlaced
23,Male,Information Technology,8.1,0,3,2,Yes,No,82,83,Placed
22,Male,Information Technology,7.6,1,2,3,No,Yes,55,83,NotPlaced
21,Male,Computer Science,8.7,2,3,0,Yes,Yes,90,83,Placed
21,Male,Mechanical Engineering,8.5,1,3,2,Yes,Yes,90,83,Placed
24,Male,Computer Science,8,2,3,2,Yes,Yes,90,83,Placed
23,Male,Information Technology,7.8,1,1,1,Yes,Yes,82,83,Placed
22,Male,Computer Science,8.6,1,3,2,Yes,Yes,90,83,Placed
20,Male,Information Technology,8.7,2,3,2,Yes,Yes,82,83,Placed
24,Male,Electronics And Communication,8.5,1,3,0,Yes,Yes,90,83,Placed
21,Male,Information Technology,7.7,1,2,0,No,Yes,90,83,NotPlaced
23,Male,Information Technology,8.5,1,2,0,Yes,Yes,90,83,Placed
23,Male,Information Technology,8.2,2,3,2,Yes,Yes,83,83,Placed
23,Male,Electronics And Communication,8.3,0,3,2,Yes,Yes,90,83,Placed
22,Male,Computer Science,6.7,1,2,1,Yes,Yes,90,83,Placed
24,Male,Information Technology,8.2,2,1,2,Yes,No,89,83,NotPlaced
21,Female,Electronics And Communication,7.5,0,3,0,Yes,No,89,83,NotPlaced
22,Male,Computer Science,6.8,1,1,0,Yes,No,88,83,NotPlaced
22,Male,Electrical Engineering,8.2,2,3,0,Yes,Yes,90,83,Placed
23,Male,Computer Science,8.5,1,0,2,Yes,Yes,90,83,Placed
20,Male,Information Technology,8.1,1,3,2,Yes,Yes,90,83,Placed
22,Male,Electronics And Communication,7.4,1,3,1,No,No,89,83,NotPlaced
20,Male,Electrical Engineering,8.3,2,3,0,Yes,Yes,90,83,Placed
23,Male,Computer Science,8.3,1,3,1,Yes,Yes,89,83,NotPlaced
21,Male,Information Technology,7.4,1,3,2,Yes,Yes,90,83,Placed
24,Male,Computer Science,6.7,1,2,1,Yes,Yes,90,83,Placed
21,Male,VFX and Animation,8.3,1,2,2,Yes,Yes,90,83,Placed
21,Male,Civil Engineering,8.9,2,3,2,Yes,Yes,90,83,NotPlaced
20,Female,Mechanical Engineering,8,1,2,0,Yes,Yes,90,83,NotPlaced
23,Male,Electrical Engineering,8.2,1,1,2,Yes,Yes,90,83,NotPlaced
20,Male,Information Technology,8.5,2,2,0,Yes,Yes,55,83,NotPlaced
21,Male,Civil Engineering,8.3,2,3,2,Yes,Yes,80,83,Placed
23,Female,Information Technology,8.2,2,3,2,Yes,Yes,90,83,Placed
24,Female,Graphic Designer,8.2,2,3,2,Yes,Yes,90,83,Placed
22,Male,Civil Engineering,7.6,1,1,1,No,Yes,89,83,Placed
24,Male,Civil Engineering,7.2,0,2,0,Yes,Yes,90,83,NotPlaced
23,Female,Mechanical Engineering,7.6,1,3,0,Yes,Yes,89,83,NotPlaced
23,Male,Electronics And Communication,7.5,1,2,0,No,Yes,88,83,Placed
23,Male,Civil Engineering,7.9,0,3,2,Yes,Yes,90,83,Placed
22,Male,Computer Science,8.4,2,3,2,Yes,Yes,90,83,Placed
24,Male,Computer Science,8,0,3,0,Yes,Yes,90,83,NotPlaced
22,Male,Computer Science,8.1,0,3,0,Yes,Yes,89,83,NotPlaced
24,Male,Electronics And Communication,7.6,2,2,2,Yes,Yes,90,83,Placed
20,Male,Information Technology,7.9,2,3,2,Yes,Yes,90,83,Placed
20,Male,Civil Engineering,8.3,1,3,2,Yes,Yes,90,83,Placed
24,Male,Civil Engineering,8.1,2,3,0,Yes,Yes,84,83,Placed
24,Male,Information Technology,6.5,1,1,0,No,No,55,83,NotPlaced
21,Male,Electronics And Communication,8.3,2,2,2,Yes,Yes,80,83,Placed
23,Male,Mechanical Engineering,9,2,3,2,Yes,Yes,90,83,Placed
21,Female,Electronics And Communication,6.7,2,3,0,Yes,Yes,84,83,Placed
23,Female,Computer Science,8.2,1,3,2,Yes,Yes,90,83,Placed
20,Male,Electronics And Communication,7.7,1,3,2,Yes,Yes,88,83,NotPlaced
24,Female,Mechanical Engineering,7.4,1,3,2,Yes,Yes,90,83,NotPlaced
24,Female,Information Technology,7.8,1,3,1,Yes,Yes,90,83,Placed
20,Male,Electronics And Communication,8.2,2,3,2,Yes,Yes,90,83,Placed
23,Male,Mechanical Engineering,8.7,0,3,2,Yes,Yes,90,83,Placed
